filename,left_sensor,top_sensor,right_sensor,position,left_name,veggie,meat,left_total,top_total,right_total
2020_03_04-red_curry_pork-22.jpg,16,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-23.jpg,15,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-24.jpg,16,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-25.jpg,15,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-26.jpg,16,0,3,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-27.jpg,16,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-28.jpg,17,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-29.jpg,14,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-30.jpg,17,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-31.jpg,18,0,0,left,red_curry_pork,16,0,16,0,0
2020_03_04-red_curry_pork-32.jpg,22,0,0,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-33.jpg,21,0,2,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-34.jpg,21,0,0,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-35.jpg,20,0,0,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-36.jpg,20,0,3,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-37.jpg,18,0,2,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-38.jpg,20,0,1,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-39.jpg,20,0,4,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-40.jpg,21,0,0,left,red_curry_pork,23,0,23,0,0
2020_03_04-red_curry_pork-41.jpg,26,0,0,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-42.jpg,23,0,0,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-43.jpg,25,0,0,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-44.jpg,26,0,2,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-45.jpg,24,0,3,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-46.jpg,23,0,4,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-47.jpg,24,0,1,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-48.jpg,24,0,0,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-49.jpg,26,0,3,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-50.jpg,23,0,1,left,red_curry_pork,28,0,28,0,0
2020_03_04-red_curry_pork-51.jpg,27,0,2,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-52.jpg,30,0,4,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-53.jpg,28,0,1,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-54.jpg,29,0,1,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-55.jpg,30,0,0,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-56.jpg,27,0,0,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-57.jpg,29,0,4,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-58.jpg,28,4,0,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-59.jpg,27,0,1,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-60.jpg,27,0,0,left,red_curry_pork,33,0,33,0,0
2020_03_04-red_curry_pork-61.jpg,33,0,0,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-62.jpg,35,1,0,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-63.jpg,35,0,6,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-64.jpg,31,1,0,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-65.jpg,32,0,1,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-66.jpg,37,0,0,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-67.jpg,32,0,2,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-68.jpg,36,0,0,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-69.jpg,33,0,5,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-70.jpg,35,3,0,left,red_curry_pork,40,0,40,0,0
2020_03_04-red_curry_pork-71.jpg,37,5,0,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-72.jpg,37,6,0,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-73.jpg,36,1,2,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-74.jpg,34,0,1,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-75.jpg,39,0,4,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-76.jpg,35,0,3,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-77.jpg,38,0,0,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-78.jpg,35,0,5,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-79.jpg,36,1,0,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-80.jpg,39,0,2,left,red_curry_pork,44,0,44,0,0
2020_03_04-red_curry_pork-81.jpg,42,0,3,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-82.jpg,44,0,7,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-83.jpg,39,0,4,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-84.jpg,41,3,0,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-85.jpg,41,0,7,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-86.jpg,37,1,3,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-87.jpg,36,0,7,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-88.jpg,41,0,7,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-89.jpg,39,0,1,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-90.jpg,40,2,0,left,red_curry_pork,49,0,49,0,0
2020_03_04-red_curry_pork-91.jpg,47,0,2,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-92.jpg,46,0,10,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-93.jpg,47,0,0,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-94.jpg,46,0,8,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-95.jpg,46,2,2,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-96.jpg,48,0,3,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-97.jpg,48,0,0,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-98.jpg,49,0,4,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-99.jpg,52,0,0,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-100.jpg,50,0,6,left,red_curry_pork,49,9,58,0,0
2020_03_04-red_curry_pork-101.jpg,44,0,5,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-102.jpg,46,0,0,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-103.jpg,45,0,0,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-104.jpg,42,0,3,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-105.jpg,43,2,0,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-106.jpg,43,0,4,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-107.jpg,44,0,5,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-108.jpg,42,4,0,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-109.jpg,42,1,0,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-110.jpg,47,0,0,left,red_curry_pork,43,9,52,0,0
2020_03_04-red_curry_pork-111.jpg,36,0,0,left,red_curry_pork,34,9,43,0,0
2020_03_04-red_curry_pork-112.jpg,36,1,0,left,red_curry_pork,34,9,43,0,0
2020_03_04-red_curry_pork-113.jpg,37,0,0,left,red_curry_pork,34,9,43,0,0
2020_03_04-red_curry_pork-114.jpg,37,0,0,left,red_curry_pork,34,9,43,0,0
2020_03_04-red_curry_pork-115.jpg,37,4,0,left,red_curry_pork,34,9,43,0,0
2020_03_04-red_curry_pork-116.jpg,33,2,0,left,red_curry_pork,27,9,36,0,0
2020_03_04-red_curry_pork-117.jpg,35,0,0,left,red_curry_pork,27,9,36,0,0
2020_03_04-red_curry_pork-118.jpg,34,0,0,left,red_curry_pork,27,9,36,0,0
2020_03_04-red_curry_pork-119.jpg,33,1,0,left,red_curry_pork,27,9,36,0,0
2020_03_04-red_curry_pork-120.jpg,31,0,0,left,red_curry_pork,27,9,36,0,0
2020_03_04-red_curry_pork-121.jpg,27,0,0,left,red_curry_pork,20,9,29,0,0
2020_03_04-red_curry_pork-122.jpg,27,0,0,left,red_curry_pork,20,9,29,0,0
2020_03_04-red_curry_pork-123.jpg,27,0,0,left,red_curry_pork,20,9,29,0,0
2020_03_04-red_curry_pork-124.jpg,27,1,0,left,red_curry_pork,20,9,29,0,0
2020_03_04-red_curry_pork-125.jpg,26,2,0,left,red_curry_pork,20,9,29,0,0
2020_03_04-red_curry_pork-126.jpg,23,0,0,left,red_curry_pork,10,9,19,0,0
2020_03_04-red_curry_pork-127.jpg,17,1,0,left,red_curry_pork,10,9,19,0,0
2020_03_04-red_curry_pork-128.jpg,20,0,0,left,red_curry_pork,10,9,19,0,0
2020_03_04-red_curry_pork-129.jpg,19,0,0,left,red_curry_pork,10,9,19,0,0
2020_03_04-red_curry_pork-130.jpg,19,0,0,left,red_curry_pork,10,9,19,0,0
2020_03_04-red_curry_pork-131.jpg,16,2,0,left,red_curry_pork,5,9,14,0,0
2020_03_04-red_curry_pork-132.jpg,15,1,0,left,red_curry_pork,5,9,14,0,0
2020_03_04-red_curry_pork-133.jpg,17,0,0,left,red_curry_pork,5,9,14,0,0
2020_03_04-red_curry_pork-134.jpg,15,0,0,left,red_curry_pork,5,9,14,0,0
2020_03_04-red_curry_pork-135.jpg,16,0,0,left,red_curry_pork,5,9,14,0,0
2020_03_04-red_curry_pork-136.jpg,24,0,0,left,red_curry_pork,5,19,24,0,0
2020_03_04-red_curry_pork-137.jpg,22,1,0,left,red_curry_pork,5,19,24,0,0
2020_03_04-red_curry_pork-138.jpg,24,0,0,left,red_curry_pork,5,19,24,0,0
2020_03_04-red_curry_pork-139.jpg,22,0,0,left,red_curry_pork,5,19,24,0,0
2020_03_04-red_curry_pork-140.jpg,24,2,0,left,red_curry_pork,5,19,24,0,0
2020_03_04-red_curry_pork-141.jpg,33,1,0,left,red_curry_pork,18,19,37,0,0
2020_03_04-red_curry_pork-142.jpg,32,0,3,left,red_curry_pork,18,19,37,0,0
2020_03_04-red_curry_pork-143.jpg,33,4,0,left,red_curry_pork,18,19,37,0,0
2020_03_04-red_curry_pork-144.jpg,29,4,0,left,red_curry_pork,18,19,37,0,0
2020_03_04-red_curry_pork-145.jpg,33,1,0,left,red_curry_pork,18,19,37,0,0
2020_03_04-red_curry_pork-146.jpg,43,4,0,left,red_curry_pork,30,19,49,0,0
2020_03_04-red_curry_pork-147.jpg,42,3,0,left,red_curry_pork,30,19,49,0,0
2020_03_04-red_curry_pork-148.jpg,41,0,0,left,red_curry_pork,30,19,49,0,0
2020_03_04-red_curry_pork-149.jpg,42,0,4,left,red_curry_pork,30,19,49,0,0
2020_03_04-red_curry_pork-150.jpg,41,0,0,left,red_curry_pork,30,19,49,0,0
2020_03_04-red_curry_pork-151.jpg,49,0,2,left,red_curry_pork,40,19,59,0,0
2020_03_04-red_curry_pork-152.jpg,50,0,1,left,red_curry_pork,40,19,59,0,0
2020_03_04-red_curry_pork-153.jpg,52,3,0,left,red_curry_pork,40,19,59,0,0
2020_03_04-red_curry_pork-154.jpg,55,0,0,left,red_curry_pork,40,19,59,0,0
2020_03_04-red_curry_pork-155.jpg,54,0,0,left,red_curry_pork,40,19,59,0,0
2020_03_04-red_curry_pork-156.jpg,61,0,0,left,red_curry_pork,40,30,70,0,0
2020_03_04-red_curry_pork-157.jpg,62,0,2,left,red_curry_pork,40,30,70,0,0
2020_03_04-red_curry_pork-158.jpg,58,0,3,left,red_curry_pork,40,30,70,0,0
2020_03_04-red_curry_pork-159.jpg,60,0,11,left,red_curry_pork,40,30,70,0,0
2020_03_04-red_curry_pork-160.jpg,64,0,6,left,red_curry_pork,40,30,70,0,0
