filename,left_sensor,top_sensor,right_sensor,position,left_name,liquid,tofu,meat,left_total,top_total,right_total
2020_03_11-egg_tofu_soup-29.jpg,56,99,0,left,egg_tofu_soup,19,18,11,48,91,0
2020_03_11-egg_tofu_soup-30.jpg,56,96,0,left,egg_tofu_soup,19,18,11,48,91,0
2020_03_11-egg_tofu_soup-31.jpg,57,95,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-32.jpg,58,95,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-33.jpg,57,94,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-34.jpg,58,98,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-35.jpg,60,91,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-36.jpg,59,97,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-37.jpg,60,94,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-38.jpg,57,94,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-39.jpg,60,94,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-40.jpg,57,92,0,left,egg_tofu_soup,19,18,13,50,91,0
2020_03_11-egg_tofu_soup-41.jpg,65,92,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-42.jpg,61,94,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-43.jpg,60,100,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-44.jpg,64,92,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-45.jpg,65,99,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-46.jpg,62,94,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-47.jpg,64,89,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-48.jpg,65,97,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-49.jpg,68,92,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-50.jpg,63,98,0,left,egg_tofu_soup,19,24,13,56,91,0
2020_03_11-egg_tofu_soup-51.jpg,67,99,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-52.jpg,68,92,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-53.jpg,68,92,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-54.jpg,67,97,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-55.jpg,72,94,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-56.jpg,66,91,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-57.jpg,73,95,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-58.jpg,66,93,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-59.jpg,67,100,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-60.jpg,71,94,0,left,egg_tofu_soup,25,24,13,62,91,0
2020_03_11-egg_tofu_soup-61.jpg,84,98,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-62.jpg,83,100,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-63.jpg,84,98,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-64.jpg,84,94,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-65.jpg,87,99,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-66.jpg,80,96,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-67.jpg,87,89,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-68.jpg,87,92,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-69.jpg,83,101,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-70.jpg,88,85,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-71.jpg,87,88,0,left,egg_tofu_soup,25,44,13,82,91,0
2020_03_11-egg_tofu_soup-72.jpg,75,91,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-73.jpg,76,86,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-74.jpg,75,97,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-75.jpg,74,94,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-76.jpg,70,98,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-77.jpg,71,94,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-78.jpg,74,99,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-79.jpg,74,89,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-80.jpg,77,96,0,left,egg_tofu_soup,25,31,13,69,91,0
2020_03_11-egg_tofu_soup-81.jpg,79,95,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-82.jpg,83,88,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-83.jpg,77,96,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-84.jpg,80,99,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-85.jpg,79,100,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-86.jpg,78,90,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-87.jpg,78,96,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-88.jpg,78,100,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-89.jpg,78,89,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-90.jpg,77,90,0,left,egg_tofu_soup,39,31,5,75,91,0
2020_03_11-egg_tofu_soup-91.jpg,76,96,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-92.jpg,78,99,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-93.jpg,78,90,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-94.jpg,73,96,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-95.jpg,77,97,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-96.jpg,76,95,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-97.jpg,77,97,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-98.jpg,79,88,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-99.jpg,80,87,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-100.jpg,74,94,0,left,egg_tofu_soup,39,31,3,73,91,0
2020_03_11-egg_tofu_soup-101.jpg,65,95,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-102.jpg,70,92,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-103.jpg,67,96,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-104.jpg,66,95,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-105.jpg,65,99,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-106.jpg,65,95,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-107.jpg,69,94,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-108.jpg,66,95,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-109.jpg,69,91,0,left,egg_tofu_soup,39,18,3,60,91,0
2020_03_11-egg_tofu_soup-110.jpg,68,97,0,left,egg_tofu_soup,39,18,3,60,91,0
