filename,left_sensor,top_sensor,right_sensor,position,left_name,left_liquid,left_veggie,left_meat,left_total,top_total,right_total
2020_03_02-ancient_pork-64.jpg,44,133,0,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-65.jpg,43,120,3,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-66.jpg,42,134,0,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-67.jpg,47,131,0,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-68.jpg,41,128,4,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-69.jpg,40,125,4,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-70.jpg,43,129,0,left,ancient_pork,16,25,4,45,124,0
2020_03_02-ancient_pork-71.jpg,40,127,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-72.jpg,43,121,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-73.jpg,36,133,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-74.jpg,40,120,5,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-75.jpg,41,122,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-76.jpg,42,125,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-77.jpg,35,135,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-78.jpg,39,124,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-79.jpg,31,128,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-80.jpg,37,130,0,left,ancient_pork,16,19,4,39,124,0
2020_03_02-ancient_pork-81.jpg,34,127,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-82.jpg,30,130,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-83.jpg,33,122,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-84.jpg,31,125,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-85.jpg,36,123,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-86.jpg,35,124,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-87.jpg,34,128,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-88.jpg,33,122,1,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-89.jpg,32,128,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-90.jpg,31,132,0,left,ancient_pork,16,14,4,34,124,0
2020_03_02-ancient_pork-91.jpg,27,126,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-92.jpg,28,124,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-93.jpg,29,129,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-94.jpg,27,128,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-95.jpg,30,128,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-96.jpg,25,133,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-97.jpg,31,128,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-98.jpg,25,130,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-99.jpg,23,128,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-100.jpg,29,130,0,left,ancient_pork,16,8,4,28,124,0
2020_03_02-ancient_pork-101.jpg,14,131,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-102.jpg,14,128,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-103.jpg,15,128,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-104.jpg,13,128,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-105.jpg,12,127,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-106.jpg,11,130,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-107.jpg,14,132,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-108.jpg,10,130,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-109.jpg,13,128,0,left,ancient_pork,16,0,4,20,124,0
2020_03_02-ancient_pork-110.jpg,17,130,0,left,ancient_pork,16,0,4,20,124,0
