filename,left_sensor,top_sensor,right_sensor,position,left_name,left_total,top_name,top_total,right_name,right_liquid,right_veggie,right_meat,right_total
2020_02_19-green_curry_chicken-18.jpg,73,70,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,14,14
2020_02_19-green_curry_chicken-19.jpg,68,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,14,14
2020_02_19-green_curry_chicken-20.jpg,68,70,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,14,14
2020_02_19-green_curry_chicken-21.jpg,67,73,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,14,14
2020_02_19-green_curry_chicken-22.jpg,69,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-23.jpg,72,72,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-24.jpg,69,72,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-25.jpg,70,75,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-26.jpg,71,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-27.jpg,70,72,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-28.jpg,71,73,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-29.jpg,69,68,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-30.jpg,68,72,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-31.jpg,72,69,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,21,21
2020_02_19-green_curry_chicken-32.jpg,72,70,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-33.jpg,71,74,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-34.jpg,72,72,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-35.jpg,69,74,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-36.jpg,70,68,1,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-37.jpg,71,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-38.jpg,72,68,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-39.jpg,72,73,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-40.jpg,70,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,0,30,30
2020_02_19-green_curry_chicken-41.jpg,70,69,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-42.jpg,67,75,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-43.jpg,70,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-44.jpg,70,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-45.jpg,75,67,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-46.jpg,72,68,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-47.jpg,72,74,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-48.jpg,72,71,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-49.jpg,72,66,2,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-50.jpg,70,66,3,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,2,30,32
2020_02_19-green_curry_chicken-51.jpg,70,68,4,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-52.jpg,67,73,1,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-53.jpg,69,67,3,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-54.jpg,75,67,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-55.jpg,70,73,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-56.jpg,73,69,0,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-57.jpg,70,72,4,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-58.jpg,73,66,4,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-59.jpg,70,70,3,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-60.jpg,72,66,4,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,4,30,34
2020_02_19-green_curry_chicken-61.jpg,74,67,9,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-62.jpg,73,70,8,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-63.jpg,72,76,3,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-64.jpg,69,71,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-65.jpg,70,69,11,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-66.jpg,68,75,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-67.jpg,71,79,3,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-68.jpg,71,70,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-69.jpg,68,79,2,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-70.jpg,68,70,12,right,stir_fried_veggie,54,rice,71,green_curry_chicken,0,14,30,44
2020_02_19-green_curry_chicken-71.jpg,68,71,21,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-72.jpg,73,70,17,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-73.jpg,71,76,13,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-74.jpg,74,73,15,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-75.jpg,71,70,21,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-76.jpg,70,75,16,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-77.jpg,71,78,12,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-78.jpg,73,64,22,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-79.jpg,76,64,20,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-80.jpg,72,70,18,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,30,55
2020_02_19-green_curry_chicken-81.jpg,70,70,13,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-82.jpg,68,73,13,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-83.jpg,73,74,6,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-84.jpg,73,70,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-85.jpg,74,70,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-86.jpg,69,75,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-87.jpg,71,72,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-88.jpg,76,70,7,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-89.jpg,70,67,15,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-90.jpg,72,70,11,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,23,48
2020_02_19-green_curry_chicken-91.jpg,71,71,6,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-92.jpg,66,74,7,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-93.jpg,72,71,4,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-94.jpg,74,72,2,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-95.jpg,69,77,2,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-96.jpg,73,65,10,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-97.jpg,72,69,6,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-98.jpg,70,73,5,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-99.jpg,68,77,4,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
2020_02_19-green_curry_chicken-100.jpg,70,67,8,right,stir_fried_veggie,54,rice,71,green_curry_chicken,11,14,17,42
