filename,left_sensor,top_sensor,right_sensor,position,left_name,left_liquid,left_veggie,left_meat,left_total,top_total,right_total
2020_02_24-stir_fried_veggie-26.jpg,9,0,2,left,stir_fried_veggie,0,4,11,15,0,0
2020_02_24-stir_fried_veggie-27.jpg,9,0,3,left,stir_fried_veggie,0,4,11,15,0,0
2020_02_24-stir_fried_veggie-28.jpg,6,0,8,left,stir_fried_veggie,0,4,11,15,0,0
2020_02_24-stir_fried_veggie-29.jpg,9,0,4,left,stir_fried_veggie,0,4,11,15,0,0
2020_02_24-stir_fried_veggie-31.jpg,16,0,6,left,stir_fried_veggie,0,14,11,25,0,0
2020_02_24-stir_fried_veggie-32.jpg,14,0,7,left,stir_fried_veggie,0,14,11,25,0,0
2020_02_24-stir_fried_veggie-33.jpg,13,3,7,left,stir_fried_veggie,0,14,11,25,0,0
2020_02_24-stir_fried_veggie-34.jpg,11,0,9,left,stir_fried_veggie,0,14,11,25,0,0
2020_02_24-stir_fried_veggie-35.jpg,17,0,10,left,stir_fried_veggie,0,14,11,25,0,0
2020_02_24-stir_fried_veggie-36.jpg,24,0,11,left,stir_fried_veggie,0,24,11,35,0,0
2020_02_24-stir_fried_veggie-37.jpg,23,0,9,left,stir_fried_veggie,0,24,11,35,0,0
2020_02_24-stir_fried_veggie-38.jpg,19,7,4,left,stir_fried_veggie,0,24,11,35,0,0
2020_02_24-stir_fried_veggie-39.jpg,25,0,10,left,stir_fried_veggie,0,24,11,35,0,0
2020_02_24-stir_fried_veggie-40.jpg,21,5,4,left,stir_fried_veggie,0,24,11,35,0,0
2020_02_24-stir_fried_veggie-41.jpg,23,3,4,left,stir_fried_veggie,0,27,11,38,0,0
2020_02_24-stir_fried_veggie-42.jpg,24,3,5,left,stir_fried_veggie,0,27,11,38,0,0
2020_02_24-stir_fried_veggie-43.jpg,24,4,7,left,stir_fried_veggie,0,27,11,38,0,0
2020_02_24-stir_fried_veggie-44.jpg,20,0,17,left,stir_fried_veggie,0,27,11,38,0,0
2020_02_24-stir_fried_veggie-45.jpg,22,4,9,left,stir_fried_veggie,0,27,11,38,0,0
2020_02_24-stir_fried_veggie-46.jpg,27,2,9,left,stir_fried_veggie,0,27,16,43,0,0
2020_02_24-stir_fried_veggie-47.jpg,31,0,12,left,stir_fried_veggie,0,27,16,43,0,0
2020_02_24-stir_fried_veggie-48.jpg,29,0,12,left,stir_fried_veggie,0,27,16,43,0,0
2020_02_24-stir_fried_veggie-49.jpg,26,2,12,left,stir_fried_veggie,0,27,16,43,0,0
2020_02_24-stir_fried_veggie-50.jpg,26,0,17,left,stir_fried_veggie,0,27,16,43,0,0
2020_02_24-stir_fried_veggie-52.jpg,22,0,11,left,stir_fried_veggie,0,18,16,34,0,0
2020_02_24-stir_fried_veggie-53.jpg,21,0,9,left,stir_fried_veggie,0,18,16,34,0,0
2020_02_24-stir_fried_veggie-54.jpg,17,2,13,left,stir_fried_veggie,0,18,16,34,0,0
2020_02_24-stir_fried_veggie-55.jpg,20,3,9,left,stir_fried_veggie,0,18,16,34,0,0
2020_02_24-stir_fried_veggie-56.jpg,16,5,6,left,stir_fried_veggie,0,14,16,30,0,0
2020_02_24-stir_fried_veggie-57.jpg,18,0,14,left,stir_fried_veggie,0,14,16,30,0,0
2020_02_24-stir_fried_veggie-58.jpg,19,3,5,left,stir_fried_veggie,0,14,16,30,0,0
2020_02_24-stir_fried_veggie-59.jpg,18,0,9,left,stir_fried_veggie,0,14,16,30,0,0
2020_02_24-stir_fried_veggie-60.jpg,18,4,6,left,stir_fried_veggie,0,14,16,30,0,0
2020_02_24-stir_fried_veggie-61.jpg,38,0,12,left,stir_fried_veggie,0,53,4,57,0,0
2020_02_24-stir_fried_veggie-62.jpg,34,5,10,left,stir_fried_veggie,0,53,4,57,0,0
2020_02_24-stir_fried_veggie-63.jpg,41,0,15,left,stir_fried_veggie,0,53,4,57,0,0
2020_02_24-stir_fried_veggie-64.jpg,41,0,13,left,stir_fried_veggie,0,53,4,57,0,0
2020_02_24-stir_fried_veggie-66.jpg,36,4,10,left,stir_fried_veggie,0,53,4,57,0,0
2020_02_24-stir_fried_veggie-67.jpg,27,0,9,left,stir_fried_veggie,0,36,4,40,0,0
2020_02_24-stir_fried_veggie-68.jpg,27,0,12,left,stir_fried_veggie,0,36,4,40,0,0
2020_02_24-stir_fried_veggie-69.jpg,26,2,7,left,stir_fried_veggie,0,36,4,40,0,0
2020_02_24-stir_fried_veggie-70.jpg,22,0,13,left,stir_fried_veggie,0,36,4,40,0,0
2020_02_24-stir_fried_veggie-71.jpg,23,0,10,left,stir_fried_veggie,0,36,4,40,0,0
2020_02_24-stir_fried_veggie-72.jpg,28,0,10,left,stir_fried_veggie,0,36,8,44,0,0
2020_02_24-stir_fried_veggie-73.jpg,29,0,12,left,stir_fried_veggie,0,36,8,44,0,0
2020_02_24-stir_fried_veggie-74.jpg,27,6,7,left,stir_fried_veggie,0,36,8,44,0,0
2020_02_24-stir_fried_veggie-75.jpg,28,0,19,left,stir_fried_veggie,0,36,8,44,0,0
2020_02_24-stir_fried_veggie-76.jpg,32,0,11,left,stir_fried_veggie,0,36,8,44,0,0
2020_02_24-stir_fried_veggie-77.jpg,38,0,15,left,stir_fried_veggie,0,46,8,54,0,0
2020_02_24-stir_fried_veggie-78.jpg,44,0,13,left,stir_fried_veggie,0,46,8,54,0,0
2020_02_24-stir_fried_veggie-79.jpg,50,0,14,left,stir_fried_veggie,0,46,8,54,0,0
2020_02_24-stir_fried_veggie-80.jpg,51,0,5,left,stir_fried_veggie,0,46,8,54,0,0
2020_02_24-stir_fried_veggie-81.jpg,49,0,12,left,stir_fried_veggie,0,46,8,54,0,0
2020_02_24-stir_fried_veggie-82.jpg,55,0,12,left,stir_fried_veggie,0,46,17,63,0,0
2020_02_24-stir_fried_veggie-83.jpg,51,0,8,left,stir_fried_veggie,0,46,17,63,0,0
2020_02_24-stir_fried_veggie-84.jpg,53,0,17,left,stir_fried_veggie,0,46,17,63,0,0
2020_02_24-stir_fried_veggie-85.jpg,54,0,6,left,stir_fried_veggie,0,46,17,63,0,0
2020_02_24-stir_fried_veggie-86.jpg,54,0,16,left,stir_fried_veggie,0,46,17,63,0,0
2020_02_24-stir_fried_veggie-87.jpg,59,0,17,left,stir_fried_veggie,0,52,17,69,0,0
2020_02_24-stir_fried_veggie-88.jpg,52,0,10,left,stir_fried_veggie,0,52,17,69,0,0
2020_02_24-stir_fried_veggie-89.jpg,53,0,15,left,stir_fried_veggie,0,52,17,69,0,0
2020_02_24-stir_fried_veggie-90.jpg,59,0,14,left,stir_fried_veggie,0,52,17,69,0,0
2020_02_24-stir_fried_veggie-91.jpg,55,0,14,left,stir_fried_veggie,0,52,17,69,0,0
2020_02_24-stir_fried_veggie-92.jpg,61,0,13,left,stir_fried_veggie,0,52,25,77,0,0
2020_02_24-stir_fried_veggie-93.jpg,69,0,10,left,stir_fried_veggie,0,52,25,77,0,0
2020_02_24-stir_fried_veggie-94.jpg,63,0,18,left,stir_fried_veggie,0,52,25,77,0,0
2020_02_24-stir_fried_veggie-95.jpg,57,0,15,left,stir_fried_veggie,0,52,25,77,0,0
2020_02_24-stir_fried_veggie-96.jpg,68,0,9,left,stir_fried_veggie,0,52,25,77,0,0
2020_02_24-stir_fried_veggie-97.jpg,77,0,14,left,stir_fried_veggie,0,67,25,92,0,0
2020_02_24-stir_fried_veggie-98.jpg,77,0,17,left,stir_fried_veggie,0,67,25,92,0,0
2020_02_24-stir_fried_veggie-99.jpg,75,0,11,left,stir_fried_veggie,0,67,25,92,0,0
2020_02_24-stir_fried_veggie-100.jpg,74,0,16,left,stir_fried_veggie,0,67,25,92,0,0
2020_02_24-stir_fried_veggie-101.jpg,73,0,18,left,stir_fried_veggie,0,67,25,92,0,0
2020_02_24-stir_fried_veggie-102.jpg,78,0,20,left,stir_fried_veggie,0,76,25,101,0,0
2020_02_24-stir_fried_veggie-103.jpg,81,0,13,left,stir_fried_veggie,0,76,25,101,0,0
2020_02_24-stir_fried_veggie-104.jpg,83,0,13,left,stir_fried_veggie,0,76,25,101,0,0
2020_02_24-stir_fried_veggie-105.jpg,83,0,14,left,stir_fried_veggie,0,76,25,101,0,0
