filename,left_sensor,top_sensor,right_sensor,position,left_name,liquid,veggie,meat,left_total,top_total,right_total
2020_03_12-winter_melon_soup_chicken-39.jpg,125,211,12,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-40.jpg,122,211,14,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-41.jpg,124,210,12,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-42.jpg,115,217,16,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-43.jpg,118,213,16,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-44.jpg,124,204,20,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-45.jpg,121,208,19,left,winter_melon_soup_chicken,43,86,0,129,234,0
2020_03_12-winter_melon_soup_chicken-46.jpg,127,211,18,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-47.jpg,128,198,28,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-48.jpg,132,205,17,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-49.jpg,121,214,19,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-50.jpg,122,225,7,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-51.jpg,118,214,24,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-52.jpg,123,210,21,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-53.jpg,129,204,22,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-54.jpg,127,217,9,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-55.jpg,129,208,17,left,winter_melon_soup_chicken,43,94,0,137,234,0
2020_03_12-winter_melon_soup_chicken-56.jpg,136,209,19,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-57.jpg,129,230,3,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-58.jpg,136,212,11,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-59.jpg,131,206,25,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-60.jpg,130,219,15,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-61.jpg,141,207,14,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-62.jpg,124,215,22,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-63.jpg,135,208,19,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-64.jpg,133,209,20,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-65.jpg,134,206,20,left,winter_melon_soup_chicken,43,100,0,143,234,0
2020_03_12-winter_melon_soup_chicken-66.jpg,141,207,20,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-67.jpg,129,217,24,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-68.jpg,135,215,20,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-69.jpg,139,210,19,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-70.jpg,136,224,9,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-71.jpg,139,206,25,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-72.jpg,139,217,12,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-73.jpg,146,197,27,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-74.jpg,139,218,11,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-75.jpg,136,212,21,left,winter_melon_soup_chicken,43,108,0,151,234,0
2020_03_12-winter_melon_soup_chicken-76.jpg,138,213,22,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-77.jpg,142,220,11,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-78.jpg,146,203,24,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-79.jpg,135,215,23,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-80.jpg,134,209,32,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-81.jpg,150,200,19,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-82.jpg,142,207,22,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-83.jpg,147,203,21,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-84.jpg,135,207,33,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-85.jpg,135,212,26,left,winter_melon_soup_chicken,43,108,3,154,234,0
2020_03_12-winter_melon_soup_chicken-86.jpg,115,215,19,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-87.jpg,128,213,9,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-88.jpg,119,223,4,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-89.jpg,118,213,18,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-90.jpg,122,213,10,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-91.jpg,124,209,13,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-92.jpg,115,224,5,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-93.jpg,127,215,3,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-94.jpg,122,219,5,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-95.jpg,116,213,17,left,winter_melon_soup_chicken,43,84,3,130,234,0
2020_03_12-winter_melon_soup_chicken-96.jpg,98,216,12,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-97.jpg,98,218,13,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-98.jpg,99,217,11,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-99.jpg,103,222,3,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-100.jpg,105,214,11,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-101.jpg,108,211,8,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-102.jpg,102,209,19,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-103.jpg,103,207,16,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-104.jpg,102,217,8,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-105.jpg,98,219,11,left,winter_melon_soup_chicken,43,64,3,110,234,0
2020_03_12-winter_melon_soup_chicken-106.jpg,100,218,10,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-107.jpg,102,219,8,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-108.jpg,106,209,17,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-109.jpg,101,218,11,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-110.jpg,109,207,14,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-111.jpg,101,213,15,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-112.jpg,106,221,5,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-113.jpg,108,209,13,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-114.jpg,110,208,10,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-115.jpg,104,222,5,left,winter_melon_soup_chicken,43,64,5,112,234,0
2020_03_12-winter_melon_soup_chicken-116.jpg,80,215,7,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-117.jpg,81,215,4,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-118.jpg,86,211,7,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-119.jpg,81,218,8,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-120.jpg,81,221,7,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-121.jpg,85,210,9,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-122.jpg,88,212,5,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-123.jpg,84,218,2,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-124.jpg,88,213,6,left,winter_melon_soup_chicken,43,38,5,86,234,0
2020_03_12-winter_melon_soup_chicken-125.jpg,83,210,9,left,winter_melon_soup_chicken,43,38,5,86,234,0
