filename,left_sensor,top_sensor,right_sensor,position,left_total,top_total,right_name,liquid,veggie,meat,right_total
2020_03_10-cucumber_soup-58.jpg,8,124,48,right,0,134,cucumber_soup,14,28,5,47
2020_03_10-cucumber_soup-59.jpg,13,118,50,right,0,134,cucumber_soup,14,28,5,47
2020_03_10-cucumber_soup-60.jpg,10,118,53,right,0,134,cucumber_soup,14,28,5,47
2020_03_10-cucumber_soup-61.jpg,10,119,61,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-62.jpg,12,117,60,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-63.jpg,9,121,57,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-64.jpg,10,116,63,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-65.jpg,12,121,56,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-66.jpg,9,123,56,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-67.jpg,12,121,54,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-68.jpg,10,117,63,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-69.jpg,9,122,57,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-70.jpg,12,123,55,right,0,134,cucumber_soup,23,28,5,56
2020_03_10-cucumber_soup-71.jpg,13,123,62,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-72.jpg,14,116,66,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-73.jpg,9,128,59,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-74.jpg,9,117,70,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-75.jpg,12,124,59,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-76.jpg,13,114,69,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-77.jpg,10,120,67,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-78.jpg,10,126,59,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-79.jpg,12,121,62,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-80.jpg,12,118,63,right,0,134,cucumber_soup,23,36,5,64
2020_03_10-cucumber_soup-81.jpg,15,119,69,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-82.jpg,11,126,67,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-83.jpg,8,129,66,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-84.jpg,12,120,71,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-85.jpg,13,120,71,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-86.jpg,6,127,73,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-87.jpg,9,123,74,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-88.jpg,14,117,72,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-89.jpg,8,124,72,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-90.jpg,12,119,75,right,0,134,cucumber_soup,23,43,5,71
2020_03_10-cucumber_soup-91.jpg,16,119,84,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-92.jpg,13,129,75,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-93.jpg,13,121,86,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-94.jpg,11,130,75,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-95.jpg,19,114,83,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-96.jpg,12,122,84,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-97.jpg,16,123,76,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-98.jpg,20,108,87,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-99.jpg,13,124,78,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-100.jpg,18,113,83,right,0,134,cucumber_soup,23,54,5,82
2020_03_10-cucumber_soup-101.jpg,18,117,97,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-102.jpg,11,129,93,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-103.jpg,19,124,90,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-104.jpg,16,115,103,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-105.jpg,21,111,102,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-106.jpg,12,123,97,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-107.jpg,21,122,89,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-108.jpg,17,114,102,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-109.jpg,22,111,101,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-110.jpg,14,124,95,right,0,134,cucumber_soup,23,69,5,97
2020_03_10-cucumber_soup-111.jpg,14,122,93,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-112.jpg,23,121,82,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-113.jpg,19,109,99,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-114.jpg,14,119,95,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-115.jpg,19,118,91,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-116.jpg,21,120,85,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-117.jpg,13,117,101,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-118.jpg,13,128,87,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-119.jpg,18,122,86,right,0,134,cucumber_soup,23,69,0,92
2020_03_10-cucumber_soup-120.jpg,10,122,95,right,0,134,cucumber_soup,23,69,0,92
