filename,left_sensor,top_sensor,right_sensor,position,left_name,left_total,top_total,right_name,right_liquid,right_veggie,right_meat,right_total
2020_02_25-cucumber_soup-20.jpg,79,1,15,right,chicken_coconut_soup,83,0,cucumber_soup,0,30,0,30
2020_02_25-cucumber_soup-21.jpg,78,2,16,right,chicken_coconut_soup,83,0,cucumber_soup,0,30,0,30
2020_02_25-cucumber_soup-22.jpg,79,2,22,right,chicken_coconut_soup,83,0,cucumber_soup,0,36,0,36
2020_02_25-cucumber_soup-23.jpg,84,0,25,right,chicken_coconut_soup,83,0,cucumber_soup,0,36,0,36
2020_02_25-cucumber_soup-24.jpg,80,5,19,right,chicken_coconut_soup,83,0,cucumber_soup,0,36,0,36
2020_02_25-cucumber_soup-25.jpg,85,1,18,right,chicken_coconut_soup,83,0,cucumber_soup,0,36,0,36
2020_02_25-cucumber_soup-26.jpg,81,0,24,right,chicken_coconut_soup,83,0,cucumber_soup,0,36,0,36
2020_02_25-cucumber_soup-27.jpg,83,0,29,right,chicken_coconut_soup,83,0,cucumber_soup,0,43,0,43
2020_02_25-cucumber_soup-28.jpg,80,5,23,right,chicken_coconut_soup,83,0,cucumber_soup,0,43,0,43
2020_02_25-cucumber_soup-29.jpg,86,0,24,right,chicken_coconut_soup,83,0,cucumber_soup,0,43,0,43
2020_02_25-cucumber_soup-30.jpg,86,0,23,right,chicken_coconut_soup,83,0,cucumber_soup,0,43,0,43
2020_02_25-cucumber_soup-31.jpg,89,0,24,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,0,46
2020_02_25-cucumber_soup-32.jpg,83,1,27,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,0,46
2020_02_25-cucumber_soup-33.jpg,87,0,28,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,0,46
2020_02_25-cucumber_soup-34.jpg,82,0,32,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,0,46
2020_02_25-cucumber_soup-35.jpg,83,4,24,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,0,46
2020_02_25-cucumber_soup-36.jpg,80,0,35,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,0,46
2020_02_25-cucumber_soup-37.jpg,82,0,37,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,3,49
2020_02_25-cucumber_soup-38.jpg,76,6,29,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,3,49
2020_02_25-cucumber_soup-39.jpg,84,3,26,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,3,49
2020_02_25-cucumber_soup-40.jpg,84,4,27,right,chicken_coconut_soup,83,0,cucumber_soup,0,46,3,49
2020_02_25-cucumber_soup-41.jpg,82,3,19,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-42.jpg,85,0,19,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-43.jpg,82,0,26,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-44.jpg,81,2,22,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-45.jpg,82,0,23,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-46.jpg,83,0,22,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-47.jpg,81,0,24,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-48.jpg,78,0,24,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-49.jpg,78,0,27,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-50.jpg,77,0,27,right,chicken_coconut_soup,83,0,cucumber_soup,0,35,3,38
2020_02_25-cucumber_soup-51.jpg,82,0,42,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-52.jpg,90,0,36,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-53.jpg,83,0,42,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-54.jpg,83,0,42,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-55.jpg,87,3,34,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-56.jpg,88,1,36,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-57.jpg,85,3,35,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-58.jpg,85,4,35,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-59.jpg,85,0,44,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-60.jpg,85,2,37,right,chicken_coconut_soup,83,0,cucumber_soup,23,35,3,61
2020_02_25-cucumber_soup-61.jpg,84,1,31,right,chicken_coconut_soup,83,0,cucumber_soup,23,29,3,55
2020_02_25-cucumber_soup-62.jpg,83,1,34,right,chicken_coconut_soup,83,0,cucumber_soup,23,29,3,55
2020_02_25-cucumber_soup-63.jpg,84,2,32,right,chicken_coconut_soup,83,0,cucumber_soup,23,29,3,55
2020_02_25-cucumber_soup-64.jpg,87,0,33,right,chicken_coconut_soup,83,0,cucumber_soup,23,29,3,55
2020_02_25-cucumber_soup-65.jpg,88,0,30,right,chicken_coconut_soup,83,0,cucumber_soup,23,29,3,55
2020_02_25-cucumber_soup-66.jpg,84,1,23,right,chicken_coconut_soup,83,0,cucumber_soup,23,18,3,44
2020_02_25-cucumber_soup-67.jpg,82,2,23,right,chicken_coconut_soup,83,0,cucumber_soup,23,18,3,44
2020_02_25-cucumber_soup-68.jpg,83,0,25,right,chicken_coconut_soup,83,0,cucumber_soup,23,18,3,44
2020_02_25-cucumber_soup-69.jpg,80,1,26,right,chicken_coconut_soup,83,0,cucumber_soup,23,18,3,44
2020_02_25-cucumber_soup-70.jpg,83,0,25,right,chicken_coconut_soup,83,0,cucumber_soup,23,18,3,44
2020_02_25-cucumber_soup-71.jpg,81,0,20,right,chicken_coconut_soup,83,0,cucumber_soup,23,12,3,38
2020_02_25-cucumber_soup-72.jpg,81,1,20,right,chicken_coconut_soup,83,0,cucumber_soup,23,12,3,38
2020_02_25-cucumber_soup-73.jpg,77,1,23,right,chicken_coconut_soup,83,0,cucumber_soup,23,12,3,38
2020_02_25-cucumber_soup-74.jpg,77,1,27,right,chicken_coconut_soup,83,0,cucumber_soup,23,12,3,38
2020_02_25-cucumber_soup-75.jpg,82,2,18,right,chicken_coconut_soup,83,0,cucumber_soup,23,12,3,38
2020_02_25-cucumber_soup-76.jpg,79,1,14,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,3,31
2020_02_25-cucumber_soup-77.jpg,78,3,15,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,3,31
2020_02_25-cucumber_soup-78.jpg,77,2,15,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,3,31
2020_02_25-cucumber_soup-79.jpg,78,3,15,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,3,31
2020_02_25-cucumber_soup-80.jpg,77,5,16,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,3,31
2020_02_25-cucumber_soup-81.jpg,80,2,14,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,5,33
2020_02_25-cucumber_soup-82.jpg,79,3,17,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,5,33
2020_02_25-cucumber_soup-83.jpg,78,3,18,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,5,33
2020_02_25-cucumber_soup-84.jpg,80,3,15,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,5,33
2020_02_25-cucumber_soup-85.jpg,80,2,15,right,chicken_coconut_soup,83,0,cucumber_soup,23,5,5,33
2020_02_25-cucumber_soup-86.jpg,82,0,23,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-87.jpg,82,0,23,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-88.jpg,80,5,21,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-89.jpg,80,1,25,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-90.jpg,79,3,23,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-91.jpg,81,0,25,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-92.jpg,83,0,22,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-93.jpg,82,3,21,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-94.jpg,78,2,24,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-95.jpg,78,3,24,right,chicken_coconut_soup,83,0,cucumber_soup,23,15,5,43
2020_02_25-cucumber_soup-96.jpg,82,1,31,right,chicken_coconut_soup,83,0,cucumber_soup,23,26,5,54
2020_02_25-cucumber_soup-97.jpg,84,4,28,right,chicken_coconut_soup,83,0,cucumber_soup,23,26,5,54
2020_02_25-cucumber_soup-98.jpg,80,1,34,right,chicken_coconut_soup,83,0,cucumber_soup,23,26,5,54
2020_02_25-cucumber_soup-99.jpg,81,7,29,right,chicken_coconut_soup,83,0,cucumber_soup,23,26,5,54
2020_02_25-cucumber_soup-100.jpg,79,4,31,right,chicken_coconut_soup,83,0,cucumber_soup,23,26,5,54
2020_02_25-cucumber_soup-101.jpg,84,2,30,right,chicken_coconut_soup,83,0,cucumber_soup,23,26,5,54
2020_02_25-cucumber_soup-102.jpg,85,1,36,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-103.jpg,84,0,37,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-104.jpg,82,6,34,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-105.jpg,84,4,34,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-106.jpg,83,2,36,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-107.jpg,86,3,33,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-108.jpg,83,2,38,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-109.jpg,84,9,31,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
2020_02_25-cucumber_soup-110.jpg,81,3,36,right,chicken_coconut_soup,83,0,cucumber_soup,23,33,5,61
