filename,left_sensor,top_sensor,right_sensor,position,left_name,total,left_total,top_name,top_total,right_name,right_total
2020_03_19-spicy_minced_pork-16.jpg,28,82,138,left,spicy_minced_pork,10,10,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-17.jpg,29,81,135,left,spicy_minced_pork,10,10,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-18.jpg,34,77,133,left,spicy_minced_pork,10,10,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-19.jpg,31,80,134,left,spicy_minced_pork,10,10,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-20.jpg,32,80,133,left,spicy_minced_pork,10,10,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-21.jpg,35,80,134,left,spicy_minced_pork,13,13,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-22.jpg,34,83,133,left,spicy_minced_pork,13,13,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-23.jpg,33,79,138,left,spicy_minced_pork,13,13,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-24.jpg,34,80,135,left,spicy_minced_pork,13,13,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-25.jpg,33,80,137,left,spicy_minced_pork,13,13,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-26.jpg,34,82,134,left,spicy_minced_pork,13,13,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-27.jpg,39,78,136,left,spicy_minced_pork,18,18,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-28.jpg,35,82,138,left,spicy_minced_pork,18,18,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-29.jpg,39,84,132,left,spicy_minced_pork,18,18,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-30.jpg,36,80,137,left,spicy_minced_pork,18,18,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-31.jpg,37,81,137,left,spicy_minced_pork,18,18,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-32.jpg,43,80,136,left,spicy_minced_pork,25,25,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-33.jpg,46,79,135,left,spicy_minced_pork,25,25,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-34.jpg,42,80,139,left,spicy_minced_pork,25,25,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-35.jpg,48,77,133,left,spicy_minced_pork,25,25,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-36.jpg,43,82,136,left,spicy_minced_pork,25,25,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-37.jpg,48,82,137,left,spicy_minced_pork,30,30,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-38.jpg,49,82,133,left,spicy_minced_pork,30,30,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-39.jpg,50,79,136,left,spicy_minced_pork,30,30,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-40.jpg,48,77,142,left,spicy_minced_pork,30,30,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-41.jpg,51,78,143,left,spicy_minced_pork,36,36,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-42.jpg,53,85,133,left,spicy_minced_pork,36,36,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-43.jpg,54,74,141,left,spicy_minced_pork,36,36,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-44.jpg,52,78,139,left,spicy_minced_pork,36,36,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-45.jpg,50,79,142,left,spicy_minced_pork,36,36,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-46.jpg,56,80,142,left,spicy_minced_pork,40,40,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-47.jpg,52,83,136,left,spicy_minced_pork,40,40,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-48.jpg,48,84,143,left,spicy_minced_pork,40,40,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-49.jpg,55,79,144,left,spicy_minced_pork,40,40,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-50.jpg,57,83,136,left,spicy_minced_pork,40,40,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-51.jpg,62,81,137,left,spicy_minced_pork,47,47,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-52.jpg,60,87,134,left,spicy_minced_pork,47,47,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-53.jpg,60,75,148,left,spicy_minced_pork,47,47,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-54.jpg,64,80,135,left,spicy_minced_pork,47,47,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-55.jpg,61,80,137,left,spicy_minced_pork,47,47,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-56.jpg,69,82,143,left,spicy_minced_pork,57,57,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-57.jpg,69,74,154,left,spicy_minced_pork,57,57,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-58.jpg,65,76,147,left,spicy_minced_pork,57,57,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-59.jpg,68,80,144,left,spicy_minced_pork,57,57,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-60.jpg,70,78,143,left,spicy_minced_pork,57,57,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-61.jpg,75,78,150,left,spicy_minced_pork,65,65,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-62.jpg,70,75,155,left,spicy_minced_pork,65,65,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-63.jpg,74,79,146,left,spicy_minced_pork,65,65,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-64.jpg,75,74,150,left,spicy_minced_pork,65,65,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-65.jpg,75,76,148,left,spicy_minced_pork,65,65,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-66.jpg,80,78,149,left,spicy_minced_pork,71,71,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-67.jpg,79,86,136,left,spicy_minced_pork,71,71,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-68.jpg,77,81,151,left,spicy_minced_pork,71,71,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-69.jpg,78,85,141,left,spicy_minced_pork,71,71,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-70.jpg,79,78,146,left,spicy_minced_pork,71,71,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-71.jpg,87,78,149,left,spicy_minced_pork,80,80,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-72.jpg,80,78,157,left,spicy_minced_pork,80,80,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-73.jpg,96,69,146,left,spicy_minced_pork,80,80,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-74.jpg,80,93,137,left,spicy_minced_pork,80,80,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-75.jpg,84,80,149,left,spicy_minced_pork,80,80,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-76.jpg,96,77,146,left,spicy_minced_pork,88,88,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-77.jpg,80,84,155,left,spicy_minced_pork,88,88,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-78.jpg,99,66,154,left,spicy_minced_pork,88,88,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-79.jpg,93,79,147,left,spicy_minced_pork,88,88,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-80.jpg,92,73,155,left,spicy_minced_pork,88,88,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-81.jpg,98,76,157,left,spicy_minced_pork,96,96,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-82.jpg,104,81,142,left,spicy_minced_pork,96,96,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-83.jpg,93,74,162,left,spicy_minced_pork,96,96,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-84.jpg,106,79,142,left,spicy_minced_pork,96,96,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-85.jpg,96,76,156,left,spicy_minced_pork,96,96,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-86.jpg,106,79,154,left,spicy_minced_pork,104,104,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-87.jpg,95,80,160,left,spicy_minced_pork,104,104,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-88.jpg,112,75,146,left,spicy_minced_pork,104,104,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-89.jpg,104,88,139,left,spicy_minced_pork,104,104,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-90.jpg,104,70,161,left,spicy_minced_pork,104,104,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-91.jpg,111,71,162,left,spicy_minced_pork,112,112,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-92.jpg,118,83,139,left,spicy_minced_pork,112,112,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-93.jpg,113,74,154,left,spicy_minced_pork,112,112,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-94.jpg,111,76,156,left,spicy_minced_pork,112,112,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-95.jpg,103,87,149,left,spicy_minced_pork,112,112,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-96.jpg,108,88,151,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-97.jpg,122,62,165,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-98.jpg,109,76,165,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-99.jpg,118,77,152,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-100.jpg,115,74,160,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-101.jpg,121,74,161,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-102.jpg,120,82,150,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-103.jpg,109,73,177,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-104.jpg,117,78,162,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-105.jpg,124,66,166,left,spicy_minced_pork,118,118,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-106.jpg,128,69,169,left,spicy_minced_pork,133,133,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-107.jpg,130,77,154,left,spicy_minced_pork,133,133,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-108.jpg,125,74,166,left,spicy_minced_pork,133,133,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-109.jpg,119,73,171,left,spicy_minced_pork,133,133,fried_noodles,82,choy_sum_spicy_soup_pork,149
2020_03_19-spicy_minced_pork-110.jpg,130,76,157,left,spicy_minced_pork,133,133,fried_noodles,82,choy_sum_spicy_soup_pork,149
