filename,left_sensor,top_sensor,right_sensor,position,left_name,left_liquid,left_veggie,left_meat,left_total,top_name,top_total,right_name,right_total
2020_02_19-choy_sum_spicy_soup_pork-138.jpg,65,88,86,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-139.jpg,67,87,87,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-140.jpg,68,85,90,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-141.jpg,62,83,89,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-142.jpg,67,85,86,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-143.jpg,68,86,87,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-144.jpg,68,86,86,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-145.jpg,67,85,87,left,choy_sum_spicy_soup_pork,0,14,6,20,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-146.jpg,82,86,90,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-147.jpg,81,85,91,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-148.jpg,83,81,94,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-149.jpg,83,86,88,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-150.jpg,83,85,89,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-151.jpg,82,81,94,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-152.jpg,80,89,90,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-153.jpg,82,82,92,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-154.jpg,78,89,90,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-155.jpg,80,86,92,left,choy_sum_spicy_soup_pork,19,14,6,39,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-156.jpg,84,86,93,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-157.jpg,88,82,93,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-158.jpg,90,78,92,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-159.jpg,86,89,90,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-160.jpg,88,80,94,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-161.jpg,84,84,93,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-162.jpg,89,86,89,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-163.jpg,89,83,92,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-164.jpg,83,83,97,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-165.jpg,88,84,93,left,choy_sum_spicy_soup_pork,19,22,6,47,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-166.jpg,94,83,92,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-167.jpg,94,82,90,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-168.jpg,90,87,91,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-169.jpg,89,84,96,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-170.jpg,95,78,94,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-171.jpg,93,86,91,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-172.jpg,88,84,97,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-173.jpg,92,82,93,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-174.jpg,94,84,91,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-175.jpg,94,84,94,left,choy_sum_spicy_soup_pork,19,28,6,53,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-176.jpg,99,84,95,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-177.jpg,100,80,98,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-178.jpg,95,84,97,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-179.jpg,99,87,91,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-180.jpg,98,80,98,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-181.jpg,99,77,100,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-182.jpg,99,74,101,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-183.jpg,98,88,90,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-184.jpg,101,80,95,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-185.jpg,99,75,100,left,choy_sum_spicy_soup_pork,19,28,15,62,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-186.jpg,110,77,102,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-187.jpg,106,86,97,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-188.jpg,111,81,96,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-189.jpg,106,86,97,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-190.jpg,108,81,101,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-191.jpg,114,84,92,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-192.jpg,108,79,104,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-193.jpg,105,78,104,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-194.jpg,109,77,103,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-195.jpg,107,76,104,left,choy_sum_spicy_soup_pork,34,28,15,77,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-196.jpg,112,80,105,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-197.jpg,114,89,94,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-198.jpg,117,83,97,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-199.jpg,118,82,97,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-200.jpg,113,84,100,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-201.jpg,117,88,94,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-202.jpg,116,88,96,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-203.jpg,113,87,99,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-204.jpg,114,83,101,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
2020_02_19-choy_sum_spicy_soup_pork-205.jpg,114,91,94,left,choy_sum_spicy_soup_pork,34,37,15,86,rice,106,spicy_minced_pork,133
