filename,left_sensor,top_sensor,right_sensor,position,left_total,top_total,right_name,liquid,veggie,meat,right_total
2020_03_12-stir_fried_veggie-21.jpg,16,96,53,right,0,96,stir_fried_veggie,52,14,2,68
2020_03_12-stir_fried_veggie-22.jpg,15,96,53,right,0,96,stir_fried_veggie,52,14,2,68
2020_03_12-stir_fried_veggie-23.jpg,14,98,52,right,0,96,stir_fried_veggie,52,14,2,68
2020_03_12-stir_fried_veggie-24.jpg,15,97,53,right,0,96,stir_fried_veggie,52,14,2,68
2020_03_12-stir_fried_veggie-25.jpg,15,96,54,right,0,96,stir_fried_veggie,52,14,2,68
2020_03_12-stir_fried_veggie-26.jpg,15,96,55,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-27.jpg,16,96,56,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-28.jpg,16,97,55,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-29.jpg,15,97,56,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-30.jpg,15,96,56,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-31.jpg,15,96,56,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-32.jpg,17,96,56,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-33.jpg,16,96,55,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-34.jpg,16,96,55,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-35.jpg,3,96,72,right,0,96,stir_fried_veggie,52,14,5,71
2020_03_12-stir_fried_veggie-36.jpg,3,93,90,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-37.jpg,3,91,90,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-38.jpg,4,91,91,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-39.jpg,2,91,91,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-40.jpg,4,91,91,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-41.jpg,3,91,90,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-42.jpg,2,93,90,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-43.jpg,3,89,91,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-44.jpg,4,89,91,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-45.jpg,4,90,90,right,0,96,stir_fried_veggie,52,29,5,86
2020_03_12-stir_fried_veggie-46.jpg,3,90,90,right,0,96,stir_fried_veggie,52,29,4,85
2020_03_12-stir_fried_veggie-47.jpg,3,87,92,right,0,96,stir_fried_veggie,52,29,4,85
2020_03_12-stir_fried_veggie-48.jpg,3,90,89,right,0,96,stir_fried_veggie,52,29,4,85
2020_03_12-stir_fried_veggie-49.jpg,4,90,89,right,0,96,stir_fried_veggie,52,29,4,85
2020_03_12-stir_fried_veggie-50.jpg,13,92,76,right,0,96,stir_fried_veggie,52,29,4,85
2020_03_12-stir_fried_veggie-51.jpg,14,91,76,right,0,96,stir_fried_veggie,52,29,4,85
2020_03_12-stir_fried_veggie-52.jpg,11,91,77,right,0,96,stir_fried_veggie,52,29,2,83
2020_03_12-stir_fried_veggie-53.jpg,12,90,76,right,0,96,stir_fried_veggie,52,29,2,83
2020_03_12-stir_fried_veggie-54.jpg,12,92,75,right,0,96,stir_fried_veggie,52,29,2,83
2020_03_12-stir_fried_veggie-55.jpg,12,92,76,right,0,96,stir_fried_veggie,52,29,2,83
2020_03_12-stir_fried_veggie-56.jpg,13,91,76,right,0,96,stir_fried_veggie,52,29,2,83
2020_03_12-stir_fried_veggie-57.jpg,12,93,75,right,0,96,stir_fried_veggie,52,29,2,83
2020_03_12-stir_fried_veggie-58.jpg,15,91,91,right,0,96,stir_fried_veggie,52,44,2,98
2020_03_12-stir_fried_veggie-59.jpg,14,93,89,right,0,96,stir_fried_veggie,52,44,2,98
2020_03_12-stir_fried_veggie-60.jpg,16,89,91,right,0,96,stir_fried_veggie,52,44,2,98
2020_03_12-stir_fried_veggie-61.jpg,15,88,94,right,0,96,stir_fried_veggie,52,44,2,98
2020_03_12-stir_fried_veggie-62.jpg,16,89,90,right,0,96,stir_fried_veggie,52,44,2,98
2020_03_12-stir_fried_veggie-63.jpg,16,90,93,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-64.jpg,16,90,93,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-65.jpg,16,88,95,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-66.jpg,15,90,95,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-67.jpg,17,88,95,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-68.jpg,13,94,91,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-69.jpg,15,91,93,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-70.jpg,13,91,96,right,0,96,stir_fried_veggie,52,44,5,101
2020_03_12-stir_fried_veggie-71.jpg,21,87,113,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-72.jpg,23,85,112,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-73.jpg,19,88,114,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-74.jpg,20,86,116,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-75.jpg,20,87,115,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-76.jpg,18,89,114,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-77.jpg,19,88,114,right,0,96,stir_fried_veggie,52,63,5,120
2020_03_12-stir_fried_veggie-78.jpg,16,93,106,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-79.jpg,15,87,116,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-80.jpg,19,88,108,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-81.jpg,18,87,111,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-82.jpg,20,85,109,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-83.jpg,16,91,108,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-84.jpg,16,90,108,right,0,96,stir_fried_veggie,52,63,0,115
2020_03_12-stir_fried_veggie-85.jpg,17,91,112,right,0,96,stir_fried_veggie,52,63,3,118
2020_03_12-stir_fried_veggie-86.jpg,16,87,114,right,0,96,stir_fried_veggie,52,63,3,118
2020_03_12-stir_fried_veggie-87.jpg,19,88,112,right,0,96,stir_fried_veggie,52,63,3,118
2020_03_12-stir_fried_veggie-88.jpg,17,88,112,right,0,96,stir_fried_veggie,52,63,3,118
2020_03_12-stir_fried_veggie-89.jpg,18,90,109,right,0,96,stir_fried_veggie,52,63,3,118
2020_03_12-stir_fried_veggie-90.jpg,18,92,120,right,0,96,stir_fried_veggie,52,76,0,128
2020_03_12-stir_fried_veggie-91.jpg,21,86,125,right,0,96,stir_fried_veggie,52,76,0,128
2020_03_12-stir_fried_veggie-92.jpg,18,88,115,right,0,96,stir_fried_veggie,52,68,0,120
2020_03_12-stir_fried_veggie-93.jpg,18,87,115,right,0,96,stir_fried_veggie,52,68,0,120
2020_03_12-stir_fried_veggie-94.jpg,15,88,104,right,0,96,stir_fried_veggie,52,56,0,108
2020_03_12-stir_fried_veggie-95.jpg,16,88,104,right,0,96,stir_fried_veggie,52,56,0,108
2020_03_12-stir_fried_veggie-96.jpg,13,91,91,right,0,96,stir_fried_veggie,52,45,0,97
2020_03_12-stir_fried_veggie-97.jpg,13,89,93,right,0,96,stir_fried_veggie,52,45,0,97
2020_03_12-stir_fried_veggie-98.jpg,28,97,55,right,0,96,stir_fried_veggie,52,37,0,89
2020_03_12-stir_fried_veggie-99.jpg,29,97,54,right,0,96,stir_fried_veggie,52,37,0,89
2020_03_12-stir_fried_veggie-100.jpg,25,100,32,right,0,96,stir_fried_veggie,52,15,0,67
2020_03_12-stir_fried_veggie-101.jpg,25,98,32,right,0,96,stir_fried_veggie,52,15,0,67
2020_03_12-stir_fried_veggie-102.jpg,26,98,30,right,0,96,stir_fried_veggie,52,15,0,67
2020_03_12-stir_fried_veggie-103.jpg,26,99,32,right,0,96,stir_fried_veggie,52,15,3,70
2020_03_12-stir_fried_veggie-104.jpg,27,97,33,right,0,96,stir_fried_veggie,52,15,3,70
2020_03_12-stir_fried_veggie-105.jpg,27,98,34,right,0,96,stir_fried_veggie,52,15,5,72
2020_03_12-stir_fried_veggie-106.jpg,27,98,35,right,0,96,stir_fried_veggie,52,15,5,72
2020_03_12-stir_fried_veggie-107.jpg,27,98,35,right,0,96,stir_fried_veggie,52,15,5,72
