filename,left_sensor,top_sensor,right_sensor,position,left_total,top_name,top_total,right_name,right_total
2020_02_19-spicy_minced_pork-172.jpg,32,99,50,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-173.jpg,33,95,54,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-174.jpg,29,100,49,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-175.jpg,30,97,52,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-176.jpg,34,98,49,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-177.jpg,34,89,54,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-178.jpg,32,93,55,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-179.jpg,31,97,53,right,0,rice,106,spicy_minced_pork,84
2020_02_19-spicy_minced_pork-180.jpg,36,99,59,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-181.jpg,37,95,62,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-182.jpg,36,94,62,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-183.jpg,35,106,51,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-184.jpg,30,95,67,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-185.jpg,33,95,66,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-186.jpg,35,97,60,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-187.jpg,32,95,67,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-188.jpg,28,102,64,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-189.jpg,36,99,58,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-190.jpg,39,95,60,right,0,rice,106,spicy_minced_pork,99
2020_02_19-spicy_minced_pork-191.jpg,40,96,69,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-192.jpg,37,92,73,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-193.jpg,32,94,77,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-194.jpg,32,101,71,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-195.jpg,26,104,74,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-196.jpg,36,93,73,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-197.jpg,33,98,72,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-198.jpg,34,94,75,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-199.jpg,38,88,77,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-200.jpg,35,97,71,right,0,rice,106,spicy_minced_pork,110
2020_02_19-spicy_minced_pork-201.jpg,36,99,91,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-202.jpg,38,98,86,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-203.jpg,32,89,101,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-204.jpg,30,100,92,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-205.jpg,34,100,90,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-206.jpg,39,96,89,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-211.jpg,38,92,91,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-212.jpg,38,108,77,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-213.jpg,43,88,90,right,0,rice,106,spicy_minced_pork,133
2020_02_19-spicy_minced_pork-214.jpg,47,90,87,right,0,rice,106,spicy_minced_pork,133
