filename,left_sensor,top_sensor,right_sensor,position,left_name,liquid,veggie,meat,left_total,top_total,right_name,right_total
2020_03_10-hum_chicken-33.jpg,33,124,106,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-34.jpg,40,115,105,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-35.jpg,37,122,100,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-36.jpg,35,119,108,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-37.jpg,35,118,106,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-38.jpg,39,113,108,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-39.jpg,38,118,107,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-40.jpg,41,118,99,left,hum_chicken,5,8,23,36,134,cucumber_soup,92
2020_03_10-hum_chicken-41.jpg,46,119,100,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-42.jpg,43,117,105,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-43.jpg,45,113,109,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-44.jpg,43,120,102,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-45.jpg,42,117,107,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-46.jpg,42,123,102,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-47.jpg,41,124,102,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-48.jpg,41,121,105,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-49.jpg,44,117,104,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-50.jpg,40,125,103,left,hum_chicken,12,8,23,43,134,cucumber_soup,92
2020_03_10-hum_chicken-51.jpg,63,119,112,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-52.jpg,68,117,105,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-53.jpg,64,113,117,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-54.jpg,62,121,110,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-55.jpg,63,116,114,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-56.jpg,69,115,108,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-57.jpg,58,128,107,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-58.jpg,68,112,112,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-59.jpg,63,110,122,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-60.jpg,60,119,115,left,hum_chicken,12,8,50,70,134,cucumber_soup,92
2020_03_10-hum_chicken-61.jpg,63,119,117,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-62.jpg,67,114,118,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-63.jpg,69,114,112,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-64.jpg,71,106,121,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-65.jpg,68,123,104,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-66.jpg,67,112,117,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-67.jpg,60,128,108,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-68.jpg,72,114,110,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-69.jpg,62,126,111,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-70.jpg,67,114,116,left,hum_chicken,12,12,50,74,134,cucumber_soup,92
2020_03_10-hum_chicken-71.jpg,85,113,118,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-72.jpg,76,123,117,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-73.jpg,71,137,108,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-74.jpg,81,116,120,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-75.jpg,82,122,110,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-76.jpg,71,120,126,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-77.jpg,76,125,117,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-78.jpg,75,135,105,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-79.jpg,84,107,123,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-80.jpg,89,115,108,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-81.jpg,73,136,107,left,hum_chicken,12,12,70,94,134,cucumber_soup,92
2020_03_10-hum_chicken-82.jpg,46,121,103,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-83.jpg,45,114,112,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-84.jpg,43,125,104,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-85.jpg,48,123,97,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-86.jpg,44,117,109,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-87.jpg,44,118,109,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-88.jpg,39,123,111,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-89.jpg,45,123,104,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-90.jpg,45,120,105,left,hum_chicken,12,12,23,47,134,cucumber_soup,92
2020_03_10-hum_chicken-91.jpg,48,120,104,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-92.jpg,45,126,100,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-93.jpg,45,122,107,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-94.jpg,48,121,104,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-95.jpg,47,120,106,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-96.jpg,45,122,105,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-97.jpg,45,118,111,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-98.jpg,44,128,100,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-99.jpg,49,113,109,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-100.jpg,46,120,108,left,hum_chicken,12,15,23,50,134,cucumber_soup,92
2020_03_10-hum_chicken-101.jpg,47,120,107,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-102.jpg,47,122,105,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-103.jpg,51,112,114,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-104.jpg,47,119,109,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-105.jpg,45,124,105,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-106.jpg,51,117,106,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-107.jpg,51,119,103,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-108.jpg,47,119,109,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-109.jpg,46,121,108,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-110.jpg,50,113,111,left,hum_chicken,14,15,23,52,134,cucumber_soup,92
2020_03_10-hum_chicken-111.jpg,65,116,111,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-112.jpg,60,129,103,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-113.jpg,66,116,110,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-114.jpg,66,115,111,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-115.jpg,61,121,109,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-116.jpg,60,126,105,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-117.jpg,63,120,109,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-118.jpg,68,116,106,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-119.jpg,59,120,114,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
2020_03_10-hum_chicken-120.jpg,65,123,104,left,hum_chicken,14,15,42,71,134,cucumber_soup,92
